id,type,name,total_miles,elevation_gain_ft,lat,lng,map.summary_polyline
5836901316,Hike,No Pine on Lil Pine,20.09,4068.9,34.557481,-119.771149,go|qEtx_zUyD\sJyBsDsF_GQmA_AcBf@ZiBK{@qEgEgA}CYoFv@{Fk@sDwAGF}A{FqDl@gDs@_DwAcBBuAkAaBqCYkDsKqDh@_Eu@qA~AcCiEkAHq@y@eBFeAaAqAjBu@{Ah@cAcBVQnAc@iBg@nAm@_H{AUeC~BkC}@FoA{BhBcAuCaCz@uDsCa@eBgEuA_C}GqCtBuAsCoDkCmFr@c@sHw@m@MqBt@iCtAu@UeBqAwCuCwAyBoI_D{@dBYAkAi@z@iCe@{EnEkDz@{E}@QjAb@vIcFjAe@e@v@]oA_AwEcA_@pAn@pF]dBiD{D}B_@c@dC}AV{@~BcBp@@lDi@nAuGEaExAfBnF?bFm@zByD`EMbR\pEqCjIPxGq@fDfAzF\Pm@m@s@}Fr@{CQaGfCqI@iLkAkIZeCnAsB{@n@z@gC}@Li@ZeCwG_DcOlDUrEgUgAqAdArAi@hCuAm@}DbAUq@cAFO~Dm@^oBw@{@cFrE{G?O~@aHO_DbH}Og@kChC}@zBiF~CqBp@gClBeAWgFxCuAhCd@jEkHSkAkA_@eInCmAsEfC|BbKqJtH{MtDjA`Dy@w@mAuBR_AuBhDsU_@kKbFqK~Ao@v@bBe@pDmCnIn@dDl@dI|A_F~AsC`F@hBaA`G{R_A_DnAyDx@oAdCa@nCkF`FcFS|FqEhCu@`B^jC@|Gc@bCyE~CbArDTjF`BzCd@IqAsCTwAg@wFtG_BkEjCvB~GfDo@\^q@lBzFClDb@ExCr@tA[~BbBzEhCzB~FgBpDlAfCrGRjCWnKu@xArA~EvFwFdBsG~DvAlGtLrDXbCeAb@{AbA@w@jFl@zFz@z@?rBjEfDlBPfAlF@hBaAnAaB|HlCpBj@~CnAfBrDZ}EnAnCpDb@fDm@`K`DvARfD|@lBnFl@dAyAbCjD`EyBh@nD|BpAW|@Zi@{B}Ak@}DyDvBuGjAkA{@_Al@cAkAqD^aDaF]vB_EpAyBxCw@{ANu@k@Os@nFiDvCKu@nA_DkAeAS{DgA`AcBq@cIpAzBdESnKbAdBg@dAfB`@`@lAPjEe@`@HxE_An@`@jAY`@l@t@~@m@jBr@rCjEn@I`@yAzD|@pDs@nD~KpCPt@z@LxBzAjBb@dCc@xD~FvDKtA|@Ox@`CF`D}@xFb@|CfAxC|DnDF|DrBc@dBjAvDDrFjGxJbBfEYxHwEvCmDuD|DaIzD
5823876360,Hike,Some old friends & some new,5.35,1321.19,34.463907,-119.712118,kfjqEvgtyUUl@MFs@jAi@D_@^c@SMFAk@oAuCYiBq@w@]Ie@`@k@NQ?USK@eA\Qq@Du@R]Jm@KgBIYw@u@IC]Rq@@_Aa@KSn@qBAc@q@cAo@QES?gAc@w@u@]GQCs@KKUBGNm@Xw@|@]?UVKI?w@JG`@wAE_@DaAEYUc@gA@E{@kAs@W}@gAUSYR]~@[J]Eo@e@DQGPo@b@i@EQDc@GW_@[Ia@W]He@EiBi@e@w@Ji@y@]JMGAw@Kg@_@@KMCs@J[By@Yy@?_@Z]?KQc@UOGQD_@T[XCRDZsAFi@PEVF_@BRKXp@@d@EVPl@LAP^b@Yh@GOoAWa@KsAN}@Te@D_@^aA?QVYTAIBb@z@Ll@f@D\ADOo@q@JWd@Ln@o@rAFPLd@fBRZrAp@@]a@][{ACaAc@}@Cm@Lq@Ic@Rm@A[_@s@e@g@u@e@M}@q@}AO@FEiAdA{@E]\QDGR}AdAg@`@W?i@e@[GKKJe@n@UN[`@WVq@Ku@i@aAs@OU_@k@[F_BUoAFc@BHIIGJHECD?ID??HBGIJAZNz@CXD^EXDVx@|@bATf@fBE`@QXeBjAMb@`Ad@h@\hByA^Oh@o@\O`AKj@o@RGVhA\j@Nv@`Ap@f@n@HT@^Sh@H^Qz@B\b@|@@bAZzALXRDJTCFUC_@YQSWKMo@S]@YS[_BO[VKVYFYIKTBFn@f@?LQF_AKGm@IMC_@QSm@l@Gl@SRCr@U^UbBH^f@r@EHDz@e@@WVWIIg@QQ?UKGGYD[Qc@_@Tg@`CYQYJMRC\j@p@FZEXUVZrAEj@Qf@JT?TJL\DP~APHn@O\v@j@IPJTd@J@Ib@Dl@Gd@DPNJDRh@p@CXHJEj@o@r@GZNLp@BCr@OV_AXGPBLxAh@Xt@jAz@Cp@PHh@CZZLl@Id@Dx@Ib@_@f@Bp@PD`@KdA_Ax@_@VBHbATXj@T\n@Ez@FRPRl@P\l@DREl@UZUlAFLbAZtAUVJd@n@PtBGj@Yl@C|@Nn@HB|@i@t@JhBe@p@t@Nl@Jz@bAbCVVANHTNJ`@E|@a@r@aAl@q@ZEAM
5792792770,Hike,Last hike hoorah with our favorite soon-to-be-Kiwi,7.7,1805.12,33.753464,-116.724295,cn_mEzulgUHwCpAwDYi@uDbCcAvAa@D_Ae@UiAi@UM}@Js@w@Z[n@m@Qq@sAyAk@g@{A[QZQd@kAa@cBGl@OJE[U\u@@c@\UfAiAf@Ma@j@SCm@uAn@eAk@}@XSWd@yAOPcBq@iACi@u@m@A]u@f@o@S{@y@EUv@e@OSfAy@IuB}@q@sAWWMBR[wBsBYgAO^M]QJS~@SSCViAMTkA{Ag@PgBgA_BQqA{Au@sA_@eAwAt@XNa@`AQJ]Qm@eB^HeA{@kCNMQo@\@vAcC}Bj@w@mAe@A[h@LJgBj@PiCv@eCWo@m@WMf@kA|@oBZm@}AKgAa@Ab@sAW{AXwASeASC?g@q@o@s@Oi@k@Xy@O_Ak@}AkAkAY{@Ja@aBc@HR_AgAo@oAe@cBaBgBWmAu@cAo@EOk@iBs@Ad@i@@Mk@kBsAkADRq@?T?i@VFb@qANF@Wr@i@Uw@\]Bc@[cAh@eAUyA`@El@_As@@LYq@@Os@gAKMYp@wAQaAPwEtCWZo@zAKxAeDd@QzA?fBl@nAi@Xx@LODj@?]k@c@eBJe@]eCOs@`@Ej@sAdCq@Sk@LCb@kDj@Ez@TV[VErAPpAo@tAdBr@Hl@d@Rx@@sAz@Et@Z@Kj@G^m@\d@r@EpA[TBf@[fAeAx@Mx@bAJdAbALSd@dAxAc@nArAt@NrAvDVBJh@PAhAbBOLHXVVXv@bBhAh@IM`Ab@p@r@VVj@d@~ALjA[b@pAn@`A~AXRFl@]dBd@nAo@nAf@ZJlAZl@xA\pBkAPk@fA|@CNOQUtBWd@@~@Q|@~ASbAmA~@rAzBw@{AtBk@L^l@E~@l@rBK^d@R|@a@Jn@{CjA`BhAl@AbCbBAr@fAz@InC~Ax@Y|@jALd@CQSVCFq@\PpAfBjAr@Yh@dBpBvBx@h@EZkAl@RHu@~@FLz@m@f@Dj@hA\l@v@zDZOfA_@Tx@Vb@Y`Ad@nAo@N\u@l@`@L`Ae@TkAv@a@b@HJUJXRq@^j@MhA{@bAp@n@Rt@lBbAh@dAl@BNg@|@SQf@f@lAZVNt@dAt@`@BhAqBgAyDz@F`@o@lD{@v@tAcCvG_@rB
5786378602,Hike,Friyay,6.01,1389.11,34.45293,-119.590623,yahqElp|xU[^OBOUQLJQL?AHkBfAYBk@d@m@PeClBk@D[VeC?GNFJGFe@EBLw@JgAp@]KE}A]w@eDyCCONc@^WrBHt@Pd@l@p@Vv@f@p@k@n@OVULmATY^MJy@t@_@VCRWEq@}@eAMe@Ca@Ja@RUPe@]{@Gq@x@iAdAMRKBMi@_AIe@EcBi@q@Fs@MuALuAr@El@QZMRMVWj@Pn@?r@Vv@KRYEa@}AcBSiANc@`BkAN_@?OcBcAg@Gm@u@EOBo@No@CYSYq@S[]KUC{@O[SGs@B}@gAi@qAq@a@c@JCKWn@M|@m@z@WAm@e@]@i@zBQZMhA}@\q@p@a@~@OhAu@~@w@FQNK`AMVo@NuAUg@h@oAFgAhAe@TBd@Xl@NTd@Xx@lAN`@Ed@c@p@i@hAIb@{@f@IjAHfAMXuCjBe@F[Qk@cAi@_@o@UOOg@Au@e@W?ILB`AI~AQR_@DMZY?a@j@IjAWfAKF_AImA{@y@L?LS`@m@H]ZwBr@_@b@sARmAn@s@q@m@Ii@Je@Ge@Dc@_@o@YeBD_AUQ[I_ADu@Ge@E{BJa@Og@BQDJEMGmAU_@c@BiAy@MDFPNz@B\Ov@w@fAWj@_@H_AKSJN`@Bv@J`@GrBLr@C\]^uCUOJCFTh@Lj@EZc@t@DjACPkAdA]p@{@BEXF`@W|@{@x@s@ZKPHPzAz@NXPlAHJLC`AqA\S\m@^kAnAOx@[qCU_@DKIDIbBe@ZAh@[lAIVHHb@V^LCUk@QiA?s@FWPST@D[NERq@TKn@w@vAYMQ?ITGDGN?XVV?v@|@\Nt@Jd@ETVP@AJn@VTI`@d@`@@PLCJPB`@tAVSFFj@Ad@Wj@Mv@?JYXGp@`@ZAFIvAFTUt@F\I`@RLCTJr@OAYF[DLEGLMj@EVWLNj@FVYJJ~@?p@h@V?LKNN|@FbBl@jBBr@`@`B\n@C|Ab@`@E?e@ZoARQ?m@RZNMTFJGXg@D@@^HBHUL?@XIXHJxA|@`BdBJ|@ClA\Cv@q@`AE?U^NBECWHMjAE`Ci@lAo@d@m@jDoA\q@b@GJXd@[PP?PE@
5760783839,Ride,Woke up and decided to ride 70 miles 🤭,71.14,1879.27,34.41645,-119.71895,ujaqEpbuyU_n@mq@juAevBiJsLkBaFcEqo@yIuv@FoM}CqVy@}BuHkFuBa[gDiDWuBHuNdT{@vAiAaAqQpGuo@eEeGsY{@mEmZe@yMJwJ|HqXn@kPoAsd@mDqYb@_LbByCnCmYy@qPgAsAIcUjJk^jDwXtGwTn@yJk@}RxDoLvCoQqCy`@LkJyA}ShC}i@hC}GnNgQlIeS`RaSrIaP~AiLVmZ~H}s@q@mL`AcOnOk@z\ob@fTjXkBgDnEaEzDcJiZkb@`[ob@pIiXtFsYnJaS`@gRfLci@nCoItE_FwE{OYsr@zAeAxFbBjJwCfJjF?dHhCjDzDf@rJcCHkM}BiVBoMtHaj@jCeK|H{NzO_Rjg@eb@bf@ie@rDgKUqZzCeZxHmSzOkOw@yEhkAsmAno@ghA~jAw}@rBcHFgJ}OmdA^mPnCsMlWkh@phA}~AvWkW|k@ga@bVa]pa@_tAfMwVZmEoAmIf@cCqAcBlD_m@di@hAtDeJb@qHq@aQ_BiAs@kKuByB_HWD_^vAoJ`@{@rTzIvAhB_T}K{CBcBvJ@h^jK`ChEfd@O|DwDvI}h@oAuDfm@pAtAi@jCpAxI]fE_MnV}a@ntAkVj\ek@p`@iX|W}gAp}AoWvg@gDzNg@|PzOddA@tIsBdIkjAd}@am@jeAgnA~pAv@hFwEfEaIrI{H|SuCr[VlXwDbKm_@`_@im@tg@_PbRiIjOqCvKqHrj@?|LvBxRM|OsIxBsDY_DuDEaHaI_FmD?}GxCoDmBqBdAFvr@xE`PgEnE{ChJeL|h@SvP}JvS_GfZuIjXoZjb@pXr_@DpD}IrM|@|Af@Ea_@yd@yKhL}B|HgA~XmOrAcAxNn@~K{Hjs@SrZiBxMaI|NeRbSsIlSgNzPgCtGqCxi@xApUOdIvCxXOrIiIz]n@tPk@lKyGdUsD`YiJj_@p@zMc@`EtAzAt@nPsCdYeB|Ce@zLpC`QlB`l@aAhR_Ip[z@pWlIbn@mBhj@oCbKcBt@j@zA}@rDjEpKlHrH|AtWhJ~HxCzWMzLpIdt@xCdh@rBfNpg@hm@lX|EfBlEFdLfBnGzMzNjJvE~CzEnGhY\zGyCne@?|YeBpFgDrB~De@?zBrATqBhY|Ct@_@|FqHlKwBKaBpUcE_@RmTiCi@c@l^}I[Z}]sBeA`Lsp@jDga@uGqm@yUee@sEaLw@_IkBqCoHf@mFcDnAjC}I|MfEvF{Vh_@l@YpDlFo`@dl@g@hAj@t@
5755049037,Hike,How many breaks can one Bean need?,11.42,3551.51,34.454041,-119.728883,whhqEppwyUaCu@qDjBuB_CsBGqAz@w@o@sGs@{@uA_B[oAb@S|AgAAk@o@cAYeALQnAHbAjCjB\pBc@EuAr@e@dAy@X]hAiBxBLXzDfAFp@u@r@sBVqCxDiCt@}DjEeBTy@`Aq@rCQeAiBOuBqCy@BkBnBYdCJ~CoB~@g@rAQJuAYoJbEm@r@uBfEeCb@aBpAkBJ_GoB{@p@gALgClCmAzFaCbBcC[iBj@s@mAsC]]h@Sk@{@GqAfAyAXuBcAa@_DcAdGMaBU`AeAbAw@Bs@x@i@SuA\Op@aAp@Kx@SGa@~@{Bi@KvAk@nAe@X?dAm@Rc@nDsAbDa@z@mAfAcAf@M~@u@zAyAq@Pn@]BqAsBUdAP`@Mg@q@EgDqCe@?Yd@cBiCa@KCw@a@g@]J{@eAwAWoAcDyBwCk@U[~@sAg@aCtA}@K[r@GhAo@i@?jBg@o@_BX}@eAsBrAYq@_EjG_@CkCfCkDx@N|@oAEw@\s@dAaAn@u@@q@pDm@o@mA?YVSlA{AbASA@gAaAv@e@_@c@h@Ug@o@HwA~Ai@OUzAiAfAw@tBLtA{@V{@QCWARdAVh@WRk@Iw@h@aBpAuANoAt@Hp@i@De@~@U\h@h@i@n@Zj@w@@fAVF~AkAb@cBt@KlA~@n@oDx@Gb@u@ZDr@gA|@_@dAHMy@lD{@fCiCb@DbBaCpAkC`@t@dByA~@fAf@LjAc@b@h@KiBdALL}AhAHzByAfAh@|@w@zCbEv@dChBl@p@x@r@@D`An@XVx@hAlAp@g@lDnCx@HEVRIBoAnAnBb@IOm@pAt@lAiDnCgB^y@vAgDRcCKJVu@r@]Ew@bAmA\wBrBj@`@w@T?Ly@fA{@FUDUxBEt@y@t@C`A}@VoABpB`@k@ZyDJc@n@xDjBd@xAWlAgAdAHNd@Fc@TC`Db@LRPp@`Bi@bDNnB_BlAoFjBeCfDqAtFrBpBMxAoAzCy@vAsBl@mBtKqE|@h@t@aBpB_AMeDJyARu@hBcBf@K|BtCdBP\dAl@qCt@_AvBc@`DsD|@BAW~Am@tC}DnBO~@_AMo@oEwAzBwDlAk@Z}@dCs@WiBqC_C?_C|@KnDhA\SBmAh@g@`C^l@hAj@ZhF`@jAr@hAy@xBDrBxBrDmBbCt@
5735379500,Ride,Quads on fire danger: High 🔥,24.02,1909.45,34.416419,-119.718815,qjaqExbuyUcn@wq@pXcc@dHyJMOQ\PUMYiDcE?a@lU{]qKwLAa@pH}JrAkCMf@pIiL|@a@`DHbE_BcA_Em@oF{Cah@mIiu@QoDX}FSkD}CwTo@wAgFyBkAoBq@sQaAmHyAwBsA{@YqBFoN|I?tBu@xFIt@u@FcAmAoOl@qJfAyGf@{IpB}MBqB{A{D{A{@yYw@gEkXaA_Zm_@KsRrA}Rv@uIEqB]dBgKYcE?eHsBqH_AyFaGa@]WMuDJuJi@uCgBsEImQFkD^_DvL}v@xCmP|@wHuH}@e_@mBo@gAWmC@q_@QeAyDgDwDcA{AsAq@kBa@Tf@lAFjBY^WeC_CsCaFAyCd@cCyAwAZGTnA`A~@jCe@xB?nFSXcA?Q`@fArDqAlAEf@^^jGjAPpB{A`@G\pBnEOfBf@fBoBlDpBRpAb@`BfAX|@YhC{BvAQ|As@fAlCzDG_@U@OpAgBnAm@nBDzBhA~CNjBi@vBiB~Ba@bHp@|BbCpCx@`Fb@dAnBtAhERt@n@ZdE_AvEX~ANhEtA`Dy@fAqBjQkBfJVnDr@nFo@H[~FP~EWxH_CxMPpOgA|CkCfEUfABpB~@h@OlIf@vFu@bJ{E|PTjT[fHqBlBmCVFb@hAf@Nh@kAtFwGb@oC`BkCY}As@_EXkBsB}@MoDtDl@d@|CGh@vBlAFbBrAr@|CRvDKtBhA~Ii@jBy@t@Mj@v@vE]~CeAn@TxAGd@sAXVzAmAbC\ZlCm@b@Td@|@TlDq@jAIrA{@~@DZjA~AKvCSZsBJSVXl@vAt@XjAy@tFm@v@gCPWfAmAh@X|@fCzAd@jCSfAkAxAJdAMv@_C`ADl@lAtBCj@uCc@_BFw@e@kEXPj@`CbAPbAlBAxCvDXtAq@vAIvAaAhAAbA[n@nA~@@h@{@zB_B`Ah@jBoDnAGf@~CZ|@^vHUTV?hAVh@fD~BO`@uCe@iC\gAdCsAv@I\v@fAv@MbAaAx@Pj@|@z@X?tBn@tAlBe@dB\b@|AyAp@eAxAN`@zAp@hBhCdECxBcArD|@|Cy@l@NHvFk@rBj@|@o@t@d@lBl@r@_@dLHvAf@TtG[`IlFfC~H\lHb@\zAi@j@ZsA~I_CjC}@pDDvCoDnTaAxNu@nD~@dJJ|Nd^Zx@[rB{BpAB`DlAnC_@jCcBzDVvZp[xg@}u@fn@fq@
5717485627,Hike,A wee bit too warm for the pupparoos ,5.47,1188.32,34.546519,-119.790354,ujzqEvpczUm@CSNQp@FBFl@ALfBCnAYnBxAf@j@E`@gArC?VVLPKH_AH_@^i@AIr@kAxBuEf@Pd@AVeAh@ALRWzBInDCPf@rFR|@X`A^l@`AfAvBbAbAXn@O@Il@g@jAC`@KJc@M_@MkBHGFaAdAw@BWMo@USm@Ig@v@_@F{Ai@DASKg@EWWG}APo@Z]HWGcBFUNKHk@^_@@Q~AqAD]DALc@NUNGPm@Bw@LIMk@@MHK@[HKGSBe@KCASb@W~AGPPFb@ZTXd@Pd@TH?LLED[G{@JSQMCUOIJKIEAWPGGSHsAUSBGIMFQCMOEK]WWWAPSCg@KFKELF?\DDMPb@NPRG@BJZPCz@VHEb@DHMTBXIRBREF\bANpAEFKO?E]Us@_A[S@OISOK_@NCp@U\XnAGj@Vd@M|@?ZF?GD`BFjAAd@Nr@d@VD|@a@Vc@ZeA\]b@Cl@z@\Fd@U@OJEFc@B@BMVEEORA_@n@Bh@M`@RIEMTO@Ol@YIVOHMTAXa@d@Ap@KTTLLVJt@j@l@BZRh@ZHEQKG@YOe@HO_@s@FKCQ^[R?W`@Nj@RQXf@f@HDMOW?OHi@l@e@X@UPKVHR\XLX?w@DI^GT_@h@Id@BTFNPn@HLX?ZSY_@EkAPSVXDp@PB\h@fAr@r@ZTvAPj@KEGGFBBm@BoAMyAeB]kA]?i@U@OHGp@K`A@LVHCG[W[{@YUC}@?YLEJi@VAVH\]SPLi@s@BSRUAIc@J_@VIh@@RT^ADm@C[k@M@@JWACMJ}@e@VEB?ZRt@NtAR\[[OaAOG[]Ui@ASa@SAGNWHw@HGVg@?M^o@g@L]d@YPPe@Dc@Za@g@JOXFLOJ?JONc@FQEYi@]WSFi@h@Mr@Yd@q@d@a@@YYaBe@a@HaBIg@p@c@^a@Pk@n@cAp@c@n@QN_ADQTEd@HnAq@fAEr@H\Ad@NXz@N`Bn@VCj@q@PG`@J\h@Cf@y@d@Sr@Ix@VhCCNIFeBBBAq@l@EPMBsA_@a@@kB_Aq@q@o@oAE]MMEq@Qy@B]KS@q@QgAB[Ie@R}CAg@He@AYOc@YKy@JeAz@Of@cAdBe@lAWf@c@f@Pm@?c@EM}BqBMuAw@eB
5698600363,Ride,Headwinds hurt 🥲,30.46,1484.58,34.416515,-119.718574,sjaqEvbuyUaQ}RkHoHJ@KWcCsBeEuEaAmA?Wo@MqEyEqAfAiC`Ec@VgErH}G`Kc@RkCuDyFcGk@`@gAtBwA~AyEgFuCu@{Ec@uFnI{EXaDbBaBAyB}@_BQq@R_AdBs@LwIFoSEQh@IvB@pKLlARJOTO|FHvD_@xAZhIDnJk@|IeEhPcAlFa@|@c@hDW^eDxSg@`F{@hDy@bH{CtQg@vAgAvA{EnEqO~[kBxG[nFN|GjB`HxIzGdAdBpBxE^~Cl@rAzAvEZnAThAP`EKjQd@|GjAlElDnGc@`@qBh@}HaAeAPgB|@yEvGYGsDcG_D`BsCt@_CPBUa@[n@z@nE}@bEaBvE~GnEsGjBmApBQfHz@jCgApBjEl@bEBfDa@lDeLx_@y@xDqA`OuCbN_@`E\vEhEdONhDQ`I^bCrAfENnBk@lMHn`@Yle@YvC[fAoDzGeAtEEzCd@`G?~Vc@rOV|Cb@dBvE|Hp@pBRhBVrNZpDy@~XKlh@rAni@`@nGWvSHfDl@nCdA|BpJxLvN|`@dAzB`N`QfCnEdBzFn@rEPdEJ`a@fDpb@RlHGr_@c@vDkBvGWtDTdWBdh@j@pF~@hCpAhBnJjGlE|FhBnD|D~KhDlHhCfCxC~AvOfEf@[jCwKrBmNj@uIWeyAUyJUso@vCEvDw@fF?z@g@`@gBKsRDiJJY|j@NnLONc@D}EJ_d@nm@?P{XdCe\Ek@u@]jB@f@m@Ni@[s@OuBx@c@BsBPi@w@w@vC}Ab@}@Mw@qBgCF_@rGuCVw@b@z@e@_@A{BPa@|AaATo@?yJ`@iAGo@[m@yAW{BcAgAb@yAEgAiBeCkAcI{BmIuAaCgAYqAaEwDy@qBaAcAkDgK}@iBUoBcA}CaBuD_C{DJwEt@m@c@aDkCt@CqBMo@o@gAu@YeABgAl@a@n@o@?kGgHaAgBoH}F@u@bAyCH{CiDsVCaDc@oGQyYq@cF_EiPUi@}@a@WoAAqAt@_C[}Mw@yFyA}Vq@wFGoMSkCs@eCaFcLgL}UiBmKWmElAmAkAiFSaCaDuD_CmFkBiC}CcGo@qCX{FaAg@mHIe@QNcV_@yA_CwCU}@ZcVgA}EkAyHCmAyEmGlA}ErBqXZsHj@_b@ViCt@wCf@wA~EeIdPaSfLwTtJ}VxHmM~@}EP}HnBuCdEyZf@sLOeEh@@pFnE\MpDgL|BcDlAs@|RaZ
5687796412,Ride,Sunday shenannies,10.42,214.24,34.41645,-119.718859,qjaqExbuyUuFgGoA_Bs@m@o@aAiBwBsAsAc@Su@y@iD}DuCqC{DoEiB}B]Qu@eA}A}AQW@Md@a@lBsCxAuCf@_@vA{BJa@n@gAlAsA|@{Az@aA`BiCJ_@v@_Af@_AtAaBTk@vB}CTe@XO^u@tAcBRg@pAqBh@k@fAkBf@k@`BqC`@_A`@c@FSEu@uCcD]k@DSrAgBzCcFtAqBZURDFN~AhA\v@JBJXPNd@Bp@u@lCiEVm@bAyAXq@RYJ@~@yA^Sr@_BbAaBhAkA|@eB|@_ABm@Si@qASq@k@QY]_C}BsGaAmD[uCSq@WmCYYIW@_AWYIc@WOIS[_DAeF[qCAmAk@qEQsCy@_HkBmQo@{E[[{@LGUK{BaAqHWeCMoDQoABWWk@~@s@AgAOk@e@oEYmDm@sDQkC[iAQUy@q@aCw@m@a@gAoAa@y@Kc@?eBOsAAsEKs@C_Ba@eDWeAYa@KY}@_Ac@OSFe@z@UjAc@jASrAOIQTTGb@y@Di@Xi@b@uB\e@NEb@N~@jAd@dA`@pBLlACbANjCCj@JpAL~ELt@`@r@DXpAhAj@\|ClAj@x@TfBJ|AXn@EPFZCPJJHj@NtCPn@JrCHf@Vr@?v@w@p@Tp@E^Lj@EvALdCPnA@bA^dBCLZnAZ|B@rALVx@KVDPv@l@hG`@lCnAhM^jCRhDZ|BN\HbDNtADbCFJCv@XjFJ\nAdA\lCDfA`@pDJTPxAhA|Dh@tAF\`AxBAd@HTDp@NXt@p@~@F^XCHQ?k@lAk@r@_@|@_AlAy@xAwAdBwBdD{@x@Up@aBxCUP]l@y@z@a@~@q@v@s@pAKDm@nAWGeBgBaAuAF?GKsAyA}@c@Ua@o@k@[GONgDnFBNlCtC`@v@l@^b@j@FRRDlAhAb@j@BNKVWLi@v@K\UNSl@c@j@s@xAUJYt@a@h@ANsAlAqApBuA|Ae@rAmAfBOHi@p@DFIXoAlBiB`CMb@c@l@IZ}@r@O\QDWZg@vAa@h@c@\mA`CVZTt@n@dAb@b@|@JJHBRIJOAAKIEFLBGWa@GFJRQOJ\ACROJLO?JFAEH?d@\LTxBvBh@t@~DzDXf@EXoArBaClDs@xAcAbBG?E^~AzAvD`ER\`BbB`CrCT^jIjI
5681315344,Hike,Why stop at three when you can do five??,13.51,5264.11,34.464006,-119.712306,_gjqE|htyUs@pA_Bp@_AiAwAgFw@cAqCViA`@UcA^eBMeC}@_Aa@XyBk@d@}C}A}AEwAqAqA]{AyDdCOi@n@iEa@gAoBn@u@rCmBrBeF[yA_BP^OXUi@oAHmD_Bg@gBu@f@}DKIf@w@NgC{@sBxBuA^YdAw@b@oAlHw@dCs@B{@pBsAlA{@fBEfADc@WHaAp@Ox@aDlBPn@YnAWGq@tAy@KgCfFyE}@uChCoAKu@h@WzAs@CsBjBoApBRp@q@Wk@nBwDu@oBXF_@{@kAgAT{AkAqB_@{AyAoGtAqBKsCo@E}@_@]eAs@sBSw@y@KeCf@c@eBg@VeBtA_CYDi@gF^iFByA{@gD^qAEiAa@s@H{BZE`AuDg@oC~AsEpAoAz@qD_@oDp@mEqAaDy@QyCj@u@lBwBNuAgCg@uGTk@xAo@b@uAIqEhAeDCmApCqGnE{CT{CrAuA|BsGxA_C|EqD~@I|A`@jCxAIy@ZWn@jArAhAd@tEb@?Fc@|ALjAwBo@v@E}@u@gAn@l@RtAbA}BbBYBgA\QzAqFBeCfBo@nA_AOe@bDaGJiCp@{AvF}Bn@l@pCAfAt@bAqCYiBsBoCmCmAcAeBoB^gDyAc@aARyApAo@`BDfHpBtDH~CMpBmAvCTbBk@I{ATi@|@M`BsB|@B?a@hA_@t@mFz@eCu@{Bh@aAXyA}@iDaCyCgB{@q@RaA|@Da@YR@~AFiAd@q@fCOvCtB`BtF_@PB~@g@x@t@fC}@fC_@lEiBtAz@l@hBwAfAx@nAiBrAc@jEfMc@hC]cAe@b@OsAkBzBU~Dv@p@RtAe@Y_BVnARUbB^lB{@a@[eAT`DSl@oAh@b@dDr@\BhAt@Hb@x@cAnCs@|E}CdDC~@}AfDwBjJCvByAhDhAdAQhB}Ap@z@x@q@bBl@tCg@x@G~AVdF[vEP|AzAmARs@Mm@b@{@lCO`@}@p@Dz@z@V[TfEtAlA`AAp@vA^xCsAPhBl@kAJxBfAbBKYz@m@BhATgARjAt@|CSLoB_@c@A{AXx@xAFzAjId@b@k@NSfC`A`@|AzAd@~A~AjAZ|Bz@aCjBm@h@pAc@xEbEgBRnArAnA@tAfBbBi@~CrAb@nAUx@hAUxELpAtBQnBi@v@x@\tBtBzDnAk@dAyA
