id,type,name,total_miles,elevation_gain_ft,lat,lng,map.summary_polyline
7090026103,Hike,NCEAS peeps & pups,3.88,950.79,34.4561558961868,-119.653390338644,}uhqEtxhyUMJAGJGV?Ne@B@FMi@\s@MWDWU]IB?_@ABVKPIAAD_@FMCBFOHKD@CGR@JMASn@O?MP?MA\[ACJSGiB\]Jk@\o@MMQI?IKSC[PEK[KU[BCcAOAKRC\]SVKBG?SICGPC@FDQR?FI_@POUG?OLUBSc@e@MWYK[G?AGIEEHWA?Qy@RQGEUQHCIoAh@WCGMDYAKDK?UWU@KCGDIAKKSICEUKGAGBCCAH@OBBEGCFGCHIMB@@CAJJI@RIACTLKGFIWOBHBCSAJEAFHJ?EDF@EZ@\c@h@KCDi@JEAMDWQ[Ge@[s@@]U_AIQc@]Ba@m@GYKAJMJKKBHSEAGKKBSVDV[^EXk@GS?g@EKGs@BWKOG[BYLGMCY]K@JIlAT\[FSRWL@DZEJHP@RGf@JpAB`B^DLE\b@D\LLz@JRC@GPC`@FPNID?JFTTPBICA?DDHKIFEMOB]]s@y@I]YMAKMQk@By@TqAPODUP[?g@JUBWFA\[D_@LS\OD[d@k@TIR[PEh@o@`@OZUF_@AKCE@MD@?IJR?NBEE@AIDAM@D@KOAIm@k@Qm@Ci@B_@P]v@OLFLGHBHLV@CDDLH@\M|CMR[Ja@\a@E?FMCDDHGAH@EC?DB?EEF@CE?F?IBCEBAFDIAHC?BA?FYNEVG@K^WZq@Ei@L}@Be@Eq@YQDGEa@HYTM`@DH?l@Tl@\\J@Vp@ARMt@a@t@a@^a@n@a@jAo@hAUjAWr@?ZDNXB@HUn@@GLDLGFDDZF?GEBALFId@FRLLJd@ANQLAb@BQCFJNP@CBBC@JFCZN`@WDk@FIK_AHk@VUJ[Ie@PKJLVBDGt@BXAHGACJAVc@XRb@?d@Ox@{@TLPXXPTJL^FBLx@F@NZH`ACZDHb@NLP\ILWNm@NBNIVLR@T\d@@BGD?HVRV\CXF@J^Nv@dAZKC`@Qx@[ZELECI{@s@M\Z]bA?f@HLHBZISPGPGAGHK@GMKCBPXT]BOGLX^PKFW@MKGQ@b@KTJHTCRRXOXYRG@IECBFIb@Wh@FARc@TI?VMNJOLDE?@FIBENAHC?DA@INJE?EFB@AEDCALGFGGBF@GBBG@@N[l@u@NKKJH?MIEBFCDDE?FDCE?AJDSC@CFDICDFEEFD?ENBQ@JC@HGABGGH@KIBLBGSDF@DJ
7066472275,Hike,Tan dog club 🐕,4.9,868.44,34.557389,-119.771,sn|qEvw_zUIr@a@QD?O?]T]?EHgA@w@IqCaAoA?c@OCDq@a@U@WW]o@YaA_@o@o@e@QGGDQUsADw@UW?c@K]Be@g@a@K]F_@ZSFa@UIK?Ml@_AAIFKWa@DKOOC@u@gAgA_AUIKWc@[Ku@g@y@Ms@Iu@Ae@U{@NYIGHWC_@LSEI@QZu@?WNUKWNc@QWAaAQa@Bi@Yo@MOo@VOQCa@DK@a@cAs@Qk@[KKSoAKMMAKQKIS?_@Po@Xe@?UEGDOQu@KMCUIIEs@y@w@_@e@?i@RY?Q_@k@k@e@CMk@GSBuASCSFm@WKg@o@Cg@]k@CUUg@Fe@ASS_@YUK[I?SRYF{A@a@HiAWGUc@X_@Ym@@FZe@x@i@FUEKO?OJSGWo@[Q][a@AOg@Os@BOSOEIYo@HSLCIB?E@FCGBW[AKTS_@gA?MHGXDJKR_@KBB?Sy@Rw@HE@UQgAu@Fb@ORBLn@@p@KLKr@FZ@ZIDOd@[G?TRZDX?VSRRRJ@QHc@Wu@s@MNDCSb@MFc@r@@U}@eATWPGL]CEuAZU@EdAOa@MOIo@ECG^Ul@I]DCAYUo@Lk@]{@I{@BKGOw@FWYGB?HWr@w@Zx@a@`@cAT`@j@MRPGf@n@lBO^Tp@?r@Xs@D[HHDp@PPJ^?{@DM^?jA[I\e@h@p@p@Jd@Pg@ZUL_@NOn@f@@Nd@Pb@@v@OFXZLFLVE`ARJb@\Z@Nj@XNj@INFN\@\M`@g@@UHQ^Bh@TZSH@BNvATbCOPWJCD^TLXn@Az@Xj@b@zAX\DPXD?`A`AJXLv@?\p@d@^Fb@OX?VVp@bAv@@n@j@rBAt@[h@ErA`@NTXz@Bf@\Rr@RP|@XBd@Ub@FPd@ANO`@FIPFD@r@TVCZLRLx@Sl@JNOv@@PKl@_@z@@b@FLI^TfAAb@Jv@Hb@d@p@Jn@R`@pAz@x@z@^PXf@JfAAR]PMRF\RXP@f@a@`@Mv@XLZh@R`@S@Fh@Aj@T~@A`@JfA|@n@zAJd@\h@p@PPR^BPIxALlAXPRRFb@ECBh@V`A@h@Il@]BFz@PCHFI
7060035341,Hike,🙅‍♀️🦨,6.21,1421.59,34.452521,-119.589638,g_hqEfj|xUIxAs@p@KZEZGFw@Hs@VJGAEc@`@uClAs@n@qAn@{A`@cCJHL?d@YMCJOLe@Qw@bAUDYCGMNq@?[Ec@MYsDoDCQJUf@WfBJx@Rd@d@dBfALCp@k@p@SLOTwAr@a@H{@^Sl@KJGHUEk@O]m@m@Og@?g@f@s@FUE[]o@Gc@DOx@y@jASNSCSk@eAC_BE]k@w@Fm@E}@F}AJMvAQ`Am@bAR\Ap@Th@K`@WAe@cBkBMiAH[~AeATc@AWIKq@So@e@[EWO[g@CORyAEe@a@Y{@e@M]G}@OWKEo@JkAyAi@kAWSk@MYPNMa@`@QjAs@z@QCk@o@KAQNc@rBUn@O~@s@T_@Vu@lASxA{@dAs@HSNMVCj@OX]PcA]_@@]b@wALy@bAi@\EHBPd@jA\TpAzADj@uAfCYx@q@TChAFnAsA|@UZkAt@YAUMo@kA_@WoAk@e@Ao@_@YAEPCpC[b@]CIX]Le@p@Ct@M|@KVMD_AMu@g@SUe@@SJ?^UTk@BUXc@TwA`@[\YNuAPWX]LWMMWUOi@Gg@Ji@CQLSIYa@s@[gAJ_@As@QQQSu@FyAKq@Be@G{@H_@M_DOQg@BUGa@i@QE[JAT`@jAEj@KZq@x@]j@]Ds@OSPJv@?b@Jh@?l@Ih@L~@Ef@UZG@eC]WFANVv@Dh@EX_@v@B|@GXiAdAYh@w@DGN@|@Wn@eBfAOVN^x@`@XXL\Hx@HNNBp@g@Rk@f@SPYh@yAxAa@d@[IFoBOe@OK@IJUCp@GNSdD{@n@@JHVh@LLDC@Kc@wBDg@AO\UPBBUx@_Ab@y@nA]FHBMFFKQ^WRAFRt@VhAz@h@Pd@@nC~@JNEERB`@b@\x@NH\KDFb@GZKf@]`AN\e@XFXX^?JOTFvCKZGr@LNJ\QJ@Fk@FCBK`AOHUJPd@JPSv@E^Jl@h@ZAHOd@HJNbAP|@^pAAdCz@|D`@ZIP[TaAPa@Gg@ZVJ@~@Mb@E@`@JPbAv@|AdBNx@DhANDRE`@k@p@i@VH?F@MJPTD@]DOvAGbCm@t@c@|@u@fA_@zAw@LMr@SjAORgAt@w@EFBC
7036182598,Hike,Team boikers will never beat team hoikers 🤘,11.67,1935.7,37.082805,-121.851548,oviaFdcvfVI`@bDsEzA`AUdBaClFkAjESDL@EVkA|Ci@dDS|E[dB?`B[bBLdBUnAAxFqBpDDxBO\LhBIzAy@hEu@`AEbCkAbCQdFcA|BYdBKdDZ`FuCbFGtDmB~D}DbONlNLxDRt@w@Hg@d@Fb@]vAiBvEo@~C_AhBWtA@t@TXnBz@BzAg@tBOfCRxAg@lAmAvADzC]|AsABwAt@m@vAl@lA|BbBGXl@_@oBzAa@v@Qr@EhDZ|@`Bb@fAtAX|C|CG`CcCdAc@l@d@CxB{@pBSbBJ`@d@TPtAmCpG\rCpBTt@j@VfAjAJb@rE~C|A~@~CxAnAv@F|AeA`BL`@u@nATMjAZr@E`@_AhC_@PL`Am@hCFrALHvDgAd@mA|@sEfAkB\HZfAd@KRsA^}DMuFJeB`@w@M_AHs@r@[zBvEh@JVWWUP{@MDXmB|@mAp@Q|@eAFNMSlAwCDs@s@aABUzA{BjASLUw@gCDa@n@EVr@`ARJYIiAPR^jCn@n@Wj@ApBTdANE]o@Ak@LmBV[Go@PqBi@gCEsC`@K\bDhBlBDj@`@V?Ue@LErAlB^z@z@MHPC_@e@RwAc@G@UWD_@g@LoDvAkF?p@XoAIHC]Ho@RIM@Q{@l@q@Bv@ZPn@`C|AGj@Xv@i@i@y@MeDt@u@Hb@a@~@|@L^SYiEo@}AXUFNAYQb@[Ic@cAk@MCa@Ht@IxBmA_@o@r@g@u@w@?Hc@mBcB]{Au@ScBZR@qAp@oAS]]cCd@uAdBm@Oc@y@gCR]{@OZ_@hGB|ARt@SbF{@pBmAjGwAhAeADTrAgAnC@bBYtA{BdDWBeBjD}A^_Ae@mAJoBv@o@A]RJ`CoDlB}BuE{@Ka@mAy@k@}AEc@qABaC`CwFgAkCpAmEUgCiAHaCnCaDT[e@WsCm@y@gBo@[u@DeE|@kB`AiAWDmBeBe@u@?m@Vs@nAm@Vk@|AFF}EvBeE[wAdAoGOeAiAUi@g@Mk@PoA`CqIpDwJd@k@q@eHLiAKcIzDeOvAkC\kEvC_F[aFJiDVaB`AsBWy@BwA^e@TaBx@uAAsCt@a@Vw@B{@Um@TgBn@cAKaCJiBdByD@sBJs@NNOYDmG|@{JFyCp@qDvBaGTIL{AdCuFNeByAg@YbA}CjEFS
7030012515,Hike,Flew too close to the sun,6.21,1083.66,37.286051,-122.055218,ylqbFb|}gVM`@FC_@}@CNHn@C`@Uh@@d@k@jAsBh@E@PESRi@LaA`A[v@i@Rg@CKh@GH{Ad@Ib@b@l@Xz@i@Bm@Uq@e@_@?Wq@m@e@g@Q{@GOOOmAE_BKy@_@cAIi@Au@Hc@Ai@Py@OQy@USQ@URi@?MCIg@CYeAB_@LO@[w@s@Q[CSBOf@}@HYIaBO_@QQ]MiBQ?H|@h@BRMV{@DALXbBEV]BSSS_Ak@sAu@YQYq@[qAqA}As@a@cAo@c@U_AQSWA[LYVOl@J^D@J[BDD`@L^@jALf@NVf@PJZAhAI`@o@rACPTz@Mn@@h@KPcALEH@^Ln@PV~@?d@`@^N`AF\RBHCGTEh@Bx@QJJc@xATx@AV]dA?lHBn@En@Y|@OTk@?o@c@I@GRARFLp@RnAr@hADv@VOO[u@GC?J^Tl@x@h@Lz@hA|@GVHv@bB^^d@TxEOtAOh@Wj@iAPA`@Xt@HPLf@jAZlBFhBWzBDf@Tl@n@l@Rf@A`@Ul@BTTAjCy@h@JVN@XGF]De@Z}@`Ac@XCPVd@JZ?XMn@Af@PdAAtAr@a@`@?\T^j@tAz@x@NjABlAKRVH~@HLlANn@`@`B`@r@D_AgBc@Q_@c@QKd@l@l@NlAtBp@S|ABZQ|@wALk@Bu@Vi@rA_Ap@cA`BoBpAuCrCgCx@iAH?JoAG]KMc@Em@Wc@m@e@_@OY@[b@_A`EcDd@o@Bj@c@lCKfAQ\YHAIVCTYt@qFAa@FQPZ\dD^HFJCZH~AB~AOzAUf@[PyCP_@f@M@QMeALeB`@_Ad@qA^UVOh@GbBTr@G\aBpAwAd@m@t@wAz@YBIIGa@c@gAc@i@OgAa@}@]YkAYQQAn@q@jACb@M^q@b@]Lg@@]IMSKw@]OSDO_@i@_@Fm@Qu@?uAc@wBWQm@ImCv@UE@WTq@A]Q_@o@o@Uu@Ae@RyBCmAMiAUcAc@cAOKu@Ii@]@oA[uBH[PEnAr@`AJKQIe@a@{@@YdBq@Lk@b@Bf@O^}@|@}@bAc@`Ba@LMTi@PeAN[Dg@E}@LBVz@CX
7023099933,Hike,Let the weekend of hiking commence! ,5.27,1289.37,34.464265,-119.712874,shjqEnltyUOYg@H[PU?U{@e@e@GDBCAMk@oAMy@Ss@KUk@g@g@Rs@RO@YSI@m@^WFGCOa@@o@V}@Be@GiBGSi@m@SIIAYNoBe@Bk@P_@LgAOc@a@k@c@QOQAkAe@o@s@g@WmAYAcAr@g@RQZa@NQGFe@\y@Jk@?qASu@_@Uo@GB]COeAs@_@{@a@Wu@UEGBMHIz@QRc@DYEQUI]?KOf@m@NWBm@Kc@U]G_@W_@Bq@Kw@FIGYi@k@[FYCIGOc@u@DMM@i@Ii@]KKMCi@JQFa@Gs@Ws@DOPQBUKa@[e@Ce@NUl@LFGd@yBJOJCNXFlAj@pAP?^WXCFYGe@i@_BA_@Rq@C[Xc@d@gB\a@HBHLZvATHn@ELOGQe@]AMBEl@?h@k@zAHPRr@xBpAp@DADQi@a@YuAEmAWa@IWEk@Lm@Gs@Pe@CYM]e@i@MM_@MOQWeA]o@Kq@QCy@z@sAPgAbAoAz@[NWAQYs@MEQHYTQXGFMh@a@V]Bc@ASq@wAaAWIUk@e@DgBU_A?]BAEKGHDF?K?HHGAJ?EIJ?LJb@Dv@@rAl@h@NZ|@F`@rAHn@GTa@Ve@h@_@JMLOVBPPPX@|@f@\Kh@i@To@PDHC`As@JQVJT?^Uf@s@`@FDr@Vb@VdALRf@Rd@d@Vh@BXM\CXDZKx@Dh@HVX`@@bAACZzAJR^R?PEByAu@u@iCIC}AKMDQ\SLi@A@Tl@d@MVI@{@EG{@[q@MGQJc@tAGFIl@Uf@Cb@MZDn@d@rAAJJl@GLi@AUVI?Ea@S]Ma@EcAYWUJ[dAM~@KH[SYHCj@n@tAIVUXBRXlA?RQh@?h@LNV@PP@dAPXp@OJFJl@HDt@Mf@l@Gl@H^Gj@Vh@H^VRDNH`AITUJWj@DTFFd@ELJ@NWr@cAZILBL|An@LT?VFFnAz@DRIHDTp@@ZNPhAE^@h@MZ@PGPKTI@CPD^TB@GXCrAcAv@c@JBDn@FXRR\Jj@dABJGZ?b@`A\PZRd@Bd@Yz@OVEXDLNJ`@DRNj@@n@ULHLZXZNdB?d@KXARWLDhAHZNBn@]^GVPRCp@OPQVGHBJZd@d@NxAb@fAh@fAPT?JLVTJh@Ih@Y^o@
6998200226,Hike,Redemption Hike,10.29,1488.19,34.54301,-119.782026,ytyqEt|azUqAKoAo@}EkGoCeHM{AFeBuAcEEaAd@qCE_Af@oAwB}De@}CBs@^oAlFgIl@qBQaAu@MmB\a@IaC_C}Hy@yEKiJx@{A_Au@eAqAm@gH[_BbAy@jAuAAsCjDeChA_BpBs@FK^Dp@Ew@yASs@^qADqEqAkACaCs@iAwCaBaBqAVi@WkBEg@o@k@QwAr@Ug@l@eAUuAiEiDgAeD_@qC@eBt@mCJyAM{Ac@[EqAk@Og@RLoAoAy@Wu@oBa@m@e@d@qBBiAo@uCkAkAMu@JYo@iAf@b@Dh@?e@We@]IKa@mCWQgAq@k@{@oCC_A}@yA[XwBLqAYkCUGv@qAb@KEHe@K[q@_@w@yAaA@w@w@cAL]WNa@WqA\@Vm@K_AZ_ASuAm@Dj@Ed@w@SYB{AQk@Lc@[y@iBi@d@gAUk@m@w@NcBUiAXaF{BiEx@MnAL~@c@r@Jp@o@tBp@t@{@LDTh@A`CjAlAqAvCDr@xAaB|A{@`@mAT}CXXKr@t@zA`AwA|@{@fE{AvBKNhAl@d@xAJxAa@dAjAx@g@lAx@|B}@j@JjB[bCcA`@q@^Df@zDvBjAG^m@XsB_Au@d@I`@LzBz@lB?`A_@vB|BlCq@R~@d@kAxECp@LZ`BhAXpAfBjB?~@_@bD[p@@d@bATl@p@`B`@^~@Il@aC`ED`@n@j@AtBwBpE?dB[\g@BQv@q@Rw@vA@`@l@Xn@lA[x@GvEz@lA`CdA^b@fGd@p@`Aj@zB_@r@o@Bk@d@g@dBe@`@IUp@aBoA{Bw@AuAnA_BTkAjAg@kBQWaCo@CTdA~@OZo@k@yAKm@_AYASn@j@rAIDw@mA}@i@]{C_@IZrDdA|CbDpCn@dAFl@c@r@@d@l@XbAm@vBjA`AITVjBB~AjAp@tB`An@tAf@|A@rDhAfBEp@]xAE|AcAt@u@zDoBnAqBf@YtAd@t@Qd@ZpB_@Rc@~@FrC|@Tp@Cz@\n@x@I`A]rA~@`B@hBt@`A[tBfAhAFdDmBrBw@nBTpDjAdAk@`BFy@jDaF`Hc@bBAv@^dCdBjC\nAc@l@?~Ai@zB@t@nAbDP`F~CrI|DxE|DxA
6993328627,Ride,Trying to become a boiker again (cont from last recording),20.1,427.49,34.4379226583987,-119.766819449142,_deqEr}~yUxDfF@rAp@nFvAbHQlAQxNLxBMp@\~@xB|B`@vASlVx@PrHJt@ZUnGp@jC~EfJf@b@Tz@zBjEfBzAj@bAJnBn@jD\x@EZkAhA\lEhBpKjQ~^dB|EVbCDfMt@vGJvEjA`P|@fGVfN}@jCBpAXv@x@\Zd@~C|LnA|HPb[d@|EHnEhDzUKfDkA`E^n@bHbFbApBzFvGn@@x@iAh@SrAGr@Z`@n@VbAI~@Hn@TJjAYl@c@XtCGRm@d@ItE|BjDnBhEp@vB`@pCt@rAzD`L|DdGnCxBAl@wAlAGrA]EDt@Kd@Jv@O|B]n@?tBpLD?vJ{F?S`@?`HNr@@~GG`KMj@a@j@k@KmBVgA_BEyGqAuHOgCXg@bACPm@CsD\m@hBP`ASbAN`@OlFC?oJRiC]iEJcCzEr@zGjBdDbBd@z@\TbA?hAe@nDrABf@WjAu@fA^vAh@^JhAV^BbC[`AcB~@M`@LlAMt@aGjCi@h@qGb@yA^KM?_AHSdBKjDeApAkAbA_CH_CnA{BXFPtBlAnERb@R?SXaGdCa@b@lBlCRz@On@cDjBr@z@Uv@EjBq@p@PVIl@^xAo@lAgAPBdBqCh\J~BGhQAb@OPqo@QVyA_@uEC}B`@gDIuBO_@H@RwAA_EUcAR_A?qEQw@T{@?oGHa@YMQk@lA_D_@cDRqE~A{Cd@aC?eFXm@Ue@@{CMEHaEIeCN}@OmAB{BDUfAEV{@`AAPU?kEPk@fGUNBBr@`C?RMPiAr@c@d@eAM_@uCiCu@w@sAsCc@a@qDuKw@oAa@kC}@uC_BkDcCaEN}Et@i@c@yCMGe@d@yARK_@D_Bk@{AkAk@cBZgAnAk@@qGuHy@cBuG{E]k@Bg@h@}@^yANuBuDcXC{Cc@uGOgYi@uEaEmP_@aA_A_@SeA@gBp@eBYwMMqBk@_DqAgUi@kDUkDKiOaAyDsH}OgIqPg@}B_@kDm@eCYkErAcAs@aDa@eE]w@oCqC_CoF_@SmAqBe@qAwBqDk@mCVmFEWu@YiIOOQFoV]mA{BmCUy@FcBViSe@y@kByMEkA{EwGdAwEbCcZz@{i@^eDjAuDdF{IfEqFbHyHhBuCzMiXtG{QvFuIjAcCp@cDR}HXaAx@eA`@iAfE_[j@iLsA_S?gARaAtEwIfCxB`JpJ`@@bSkZ
6993041293,Ride,Campus ride (watch died),3.67,150.26,34.416404,-119.719084,ogaqEfzuyUwAvBY^a@r@UV]j@Q\a@b@KT[`@IFCHm@`A[b@U`@uAlBoAxBuAlBOEqCqCu@aA_B}As@}@{@cAaAw@WKI@OP]|@]n@uCpGCV?\RtCB|@ZxG?^RdDU`GGjBEl@_@pCOx@y@bG_BxKUr@o@p@a@~@K^Gv@?pCKnCCXIRKj@]tA]t@g@x@yAtBMVq@dAm@x@k@fA_AtBm@`BgApD_AvBwA|Dc@z@O^[h@i@hAGBo@|@?NSVYv@w@vACTe@f@]`AW`@Sd@ORIZMFuAzBg@`@]f@c@b@U\o@r@W\IFa@l@[\{A~AKRY\W^kAzA_@l@c@x@YXm@fAO^w@pAc@bAGD}@pDM`AGfAClECz@?nAIpFCf@?fBEhB?z@Cj@@d@QzHSvCk@dFCv@m@bIQ`DQjAk@vBAPEHALHTTRFLHD
6985676694,Hike,"Lol worst hike ever, sprayed by a skunk",1.86,440.29,34.452505,-119.589982,c_hqEll|xUO\IBKTUXMVK^G?GDI@UCK?c@NOHWTSFi@X}Aj@y@r@cAh@s@No@R}BH?JCHDZKCCGIR]BU?ACUJ_@b@OBEAKOCMAq@Kq@KSY[mAiAWQ_@_@EKAMHa@HMFCVEr@N^AL@h@LTNXZB?n@\b@^JDVIj@e@^GNKRYBi@DUFMJI`@QDODk@ZUx@QLO?[E[Q]m@m@IUCS?[DQ^e@JU?OEMFd@g@j@Ub@HJBZJTl@l@LXFR?h@CHGFO?YDUFWLIbAEF[DYXEx@O\UL[FKDa@^WHKC_@_@q@]k@k@m@MWEc@@c@K[@SJCFEPARCF@HF?VZh@^nApACGMI\\P^DPF|A@ANJH?FAh@s@GHj@i@H@NPBCf@TFKEIB]BIbBINCZM~@SbAm@p@o@xAg@RMp@WTUTK\IbAMHEBYHOz@iAAB
6922027469,Hike,~Trying~ to be half as cool as Nine Trails runners,18.1,5583.33,34.454089,-119.72886,_ihqEjpwyUeCs@}CnBuB_CuEp@gHqAcC{BeCVW~A_EgA}@RGpBvCrDyBg@cGtBkDdGsEUw@nBmCw@yBd@eCfDqEaA}AdAsB}IqFcHmDs@sBp@kEaB_CiEcBiA[aBsIyH{ASyAyG~Bv@Rc@M_AoAq@dCNWiAhAeIE{DzCXw@aBlA|@c@cB~@l@]}AkALvB_BtBkJIkBnA}@ZpDdBbBd@eJhAgB]iENoAb@@sAcCiAWy@mBnBeG_B~@Ru@gAH@qCu@BAc@XkC~ByCEqDk@GBaByAaCbBZTkBhBhBpEJlBcCs@sCqGcHt@oCaCgJmBcAO`@d@hEgDPeAo@dASiA_@fAs@}EcAbA?aBy@rAQc@{CgEiD_@_EcB]iEhAg@dD_BbAIqPl@gCo@yCv@oAy@uA|Ae@R_BqAoAvA}CzBwNhBqFvCeC|BiJcB_Bs@yA]_DvA}@KuDnA`AG}DeA]|BRiAiDb@sD|AiBVtA^c@\|@^cCnC_@vAkFhBcB~@qEdDE~DfIdAsBuBcAj@}EzBN|@_BnJoBUeH_GeCMs@dC_EpA}EfC}@b@mCuAgFBwEj@KWmEn@qMjAdA[sDdAzA|B??e@WeA`BdACeGbAeB[oBn@y@EiA]bAq@Ov@aAq@`@Cy@kDxEqAg@Na@g@`@o@mBbDkAtEgGv@wBa@CFgAjAaDa@uAfFqDbB{EvEuA`BoDbDdAlLkGiFcCMY^KwAIkBgBkFLw@eEk@OPp@m@t@DyAoB}GkBAtAsBSaFc@a@nAX|@gAf@hHxAjA~BJf@dAi@uBwB}AL{B|ByFfFoER{A_Aq@IsBlC]nBkDsAj@fGqIeAYaB~@CsCkAy@AeEf@sAgCkE_EwAiGb@aAiAbBV^MBB|@{AbB?lAsExC{@yA{Ih@oB`I]jBoA_AyAd@_B_CgGbFcCZoA}@kFrBoEMqEy@u@hBQDl@iBkCPaC`AiBwEmHe@{BpDXEyBq@LMq@lAoBxBYzB|@jB}AgE_C\kEiA{Hd@{A{AcD`CcDzCaFbAqDfAVyAuBXcB_@aAd@mE|AkDa@mB\uAp@^_AeEf@CQaAb@V[}AZi@x@DKaAbAE_@q@`BeBx@kIe@_F}Am@{B`A{DuFBcA_BgBv@{Dk@iClAcCAqA}D{NNcBsACb@aB{B^~@iDoAmA`AuBwEcC@eIoCp@XmBiAuCFUd@i@dANjAuC~A{@fElFv@pChBcBvFq@zLmFpAeC
6911641184,Hike,Thursday AM hikes got me feeling like it’s Friday,5.28,1302.82,34.46389,-119.712396,ifjqEnityUk@D]p@YBURe@RMAUa@USa@iAE@[q@K}@Os@a@i@M?IYc@CSRq@Rs@Sw@^WCGo@B_@Vu@Jk@Im@?k@Oa@w@m@q@Dm@G}@[@Ob@kADs@k@eAy@e@ISFe@CW[k@w@_@IQQcAWEg@RmAnAk@H@MNKCo@La@?cAHa@Mk@Sa@eAS@g@EGMQ_Ak@Kc@MSiA]MQ?IfAYRc@BYIYk@CKE?KJW\WNY@m@Mg@We@K_@SWFq@Gc@Bi@EOi@_@y@BIMCOQSc@HQIIoAm@_@CUNeAGu@Qk@Z{@k@qA?a@NOn@?l@_CPEPd@?`@Hb@j@fANARUh@IDUKu@e@cAEm@b@_BFIHo@\s@Fc@LKJDVp@Lv@VDf@EROKU]SE[p@?^c@RGlAFRPv@~BpAp@CANG?EEMWIKQ]cBA{@Yc@GWEk@Ju@Ge@Po@C[Uc@a@c@g@SMQWcA]q@Mq@GGQBs@x@GE[RKEe@JaDrC_@@]]q@SAWDSx@[`AiABq@e@uAQO}@MK[e@a@@kBSgABYGCCNBBBQ@FEEAHDIDFIGCRDTCDNl@@f@?lAt@f@RZr@Nf@~A?^IRaAdAOHKC[TGTTT^Dp@h@TExDuCh@Ab@Wd@o@PENJDH@j@T`@ZjANPd@Rl@p@HPDb@Sh@Fj@Ij@Bp@^r@BdAZ~ANR\N@HMLqAw@s@qBSY{AGWZSNi@?ED@Lj@^@RMJs@DMECo@]y@a@CS\MfAYz@IHMr@M^@^l@`BDt@c@?a@\K?E_@Wm@QqAWYOJIP[nACb@IDYMa@XAf@XZPr@IRIDCXL^Hp@Ab@Oj@Fj@ZDPN@\DFCXDPLLP@\MRL@TJNv@C^\HVKXHZEr@DT\b@^bABv@KT]\KZLZl@CFTSj@KJgA\@TzAn@LPPl@d@Zh@RDRKLAR~@DRLPx@GNAxAMp@[b@N^b@ERUv@YLU`AYRfAHJj@Tb@r@DZO`@DVXRX?JHTp@TT@PINKr@W^EXDRPJvA\n@YR?^j@Pb@HxAOfAMVCXDhA`@CRQh@?FKZPb@Ed@]\Gv@z@Nl@JbAh@xAVb@PHXn@XFNAv@a@X@PUD]XMDYOM
6887832660,Hike,Barger always bites back,9.69,2916.99,34.454236,-119.728778,}ihqEzowyU{Aa@eDnBw@k@eAqAiBIcAx@W?mAq@aC[uBM_@Yi@cAaB_@m@?a@ZDjAEPYL_@?wBaAgAJUn@DdAjApAz@f@f@xBmCt@Sh@uAv@Or@kArAYt@rAZvB|@NNCX]j@e@TqA?]R{@~@q@nAu@t@}Bh@yDhEkBXm@v@m@tCUQKs@cBOe@[}A}Be@LcB|ASz@QtAJhDiB|@w@vAaAa@eAv@eEjAe@`@uAd@]b@a@|As@t@g@bAaCf@kBpAsBLaGmBq@j@uATiAdAq@dAi@xB_@vBmCrB_Cc@kBh@M[RMg@CMU}Ca@Md@[i@{@CUFy@x@aBXwAe@i@w@Q_C]pBG~A[r@QeBObA_A|@oAZa@d@e@QwAZMl@iAx@Er@a@DWr@e@YqAOYtB[n@g@^Bx@q@Z]zAcAJKZ_@Ai@o@_@Rw@Y{CaFSwBNaCPODeB]yC_@uBCq@Nu@OaAAoABm@e@oESG^cBg@uAUM[mBWHYWs@C{AcAiAKc@q@g@Yi@_BYa@iB}@mA@K[}@c@Mm@e@}@EFXj@RNp@hAg@e@E[@Xj@d@Z@RQFp@p@Gn@f@|@ZZXd@~APXZB^r@fAFvAbA~@DPX\G\pBl@r@^dAQY]`BRRCRB`@P\LtAOXR^FXIf@Cf@P^Ir@Fl@Ed@HDTtCZhBc@dFRzBCPNDEP^|ARt@Zl@nACb@R~@O~BV\gBr@a@Gs@`@W\o@Z{BrAR^Xf@y@VADq@jA}@Ji@lAWp@Pr@}@r@?dAkAL{@Pr@Av@Zs@FeBb@uBLxBZbAlBd@rAWrAgA`AFTf@H?C_@LGzC^HVPGRx@lBk@pB`@VEfCuB~@aFpBkCfB[r@o@bAj@rDdArBMbBqAdAIdA_@l@kAp@o@ZuA`@g@`HcCjBeAt@d@z@_Bn@g@z@SI_@EeCNwARu@jBiBl@G`BdCvB^XbAL?Xo@P{At@}@dBUrDgEhCq@hDoE~AEbA{@Fa@MUiBw@yAKKSvAiB^gAlAy@Zs@rAo@r@KS_@C{@IQiCsBKiALy@zAMhCdAf@U?eAh@k@dC^h@hAZR|BLj@XdAErAx@Z?`Ay@hBFlA|Ah@Zt@s@|As@h@@~A\
